strain 	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	originating_lab	submitting_lab	authors	url	title	date_submitted
Germany/28/2020	ncov	?	MT270101	2020-01-28	Europe	Germany		Bavaria	Europe	Germany	Germany	genome	29782	Homo sapiens	?	?	?	?	Boehmer,M.M., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT270101	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/BavPat1-ChVir929/2020, complete genome	2020-01-28
Germany/29/2020	ncov	?	MT270108	2020-01-XX	Europe	Germany		Bavaria	Europe	Germany	Germany	genome	29782	Homo sapiens	?	?	?	?	Boehmer,M.M., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT270108	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/BavPat9-ChVir1433/2020, complete genome	2020-01-XX
Germany/30/2020	ncov	?	MT270110	2020-02-07	Europe	Germany		Bavaria	Europe	Germany	Germany	genome	29782	Homo sapiens	?	?	?	?	Boehmer,M.M., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT270110	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/BavPat10-ChVir1482/2020, complete genome	2020-02-07
Germany/31/2020	ncov	?	MT394864	2020-03-14	Europe	Germany		Dusseldorf	Europe	Germany	Germany	genome	29782	Homo sapiens	?	?	?	?	Houwaart,T., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT394864	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/NRW-53/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-03-14
Germany/32/2020	ncov	?	MT270114	2020-02-XX	Europe	Germany		Bavaria	Europe	Germany	Germany	genome	29799	Homo sapiens	?	?	?	?	Boehmer,M.M., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT270114	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/BavPat15-ChVir1484-ChVir1536/2020, complete genome	2020-02-XX
Germany/33/2020	ncov	?	MT270103	2020-01-28	Europe	Germany		Bavaria	Europe	Germany	Germany	genome	29837	Homo sapiens	?	?	?	?	Boehmer,M.M., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT270103	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/BavPat3-ChVir1020/2020, complete genome	2020-01-28
Germany/34/2020	ncov	?	MT270112	2020-01-30	Europe	Germany		Bavaria	Europe	Germany	Germany	genome	29858	Homo sapiens	?	?	?	?	Boehmer,M.M., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT270112	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/BavPat2-ChVir984-ChVir1017/2020, complete genome	2020-01-30
Germany/35/2020	ncov	?	MT270106	2020-02-01	Europe	Germany		Bavaria	Europe	Germany	Germany	genome	29864	Homo sapiens	?	?	?	?	Boehmer,M.M., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT270106	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/BavPat7-ChVir1289/2020, complete genome	2020-02-01
Germany/36/2020	ncov	?	MT539726	2020-02-XX	Europe	Germany			Europe	Germany	Germany	genome	29901	Homo sapiens	?	?	?	?	Grabmair,T.T., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT539726	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/FFM2/2020, complete genome	2020-02-XX
Germany/37/2020	ncov	?	MT358639	2020-02-XX	Europe	Germany			Europe	Germany	Germany	genome	29903	Homo sapiens	?	?	?	?	Toptan,T., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT358639	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/FFM3/2020, complete genome	2020-02-XX
Germany/38/2020	ncov	?	MT358641	2020-02-XX	Europe	Germany			Europe	Germany	Germany	genome	29903	Homo sapiens	?	?	?	?	Toptan,T., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT358641	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/FFM5/2020, complete genome	2020-02-XX
Germany/39/2020	ncov	?	MT358643	2020-02-XX	Europe	Germany			Europe	Germany	Germany	genome	29903	Homo sapiens	?	?	?	?	Toptan,T., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT358643	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DEU/FFM7/2020, complete genome	2020-02-XX
California/6/2020	ncov	?	MT671825	2020-03-14	North America	USA	California		North America	USA	California	genome	29898	Homo sapiens	?	?	?	?	Pinsky,B., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT671825	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1771/2020, complete genome	2020-03-14
California/7/2020	ncov	?	MT628221	2020-03-30	North America	USA	California		North America	USA	California	genome	29813	Homo sapiens	?	?	?	?	CZB Cliahub Consortium,C.C.C.	https://www.ncbi.nlm.nih.gov/nuccore/MT628221	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1560/2020, complete genome	2020-03-30
California/8/2020	ncov	?	MT628248	2020-03-27	North America	USA	California		North America	USA	California	genome	29854	Homo sapiens	?	?	?	?	CZB Cliahub Consortium,C.C.C.	https://www.ncbi.nlm.nih.gov/nuccore/MT628248	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1596/2020, complete genome	2020-03-27
California/9/2020	ncov	?	MT628280	2020-05-09	North America	USA	California		North America	USA	California	genome	29839	Homo sapiens	?	?	?	?	CZB Cliahub Consortium,C.C.C.	https://www.ncbi.nlm.nih.gov/nuccore/MT628280	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1629/2020, complete genome	2020-05-09
California/10/2020	ncov	?	MT614465	2020-03-16	North America	USA	California		North America	USA	California	genome	29782	Homo sapiens	?	?	?	?	Rosenthal,S.H., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT614465	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-QDX-44/2020, complete genome	2020-03-16
California/11/2020	ncov	?	MT533224	2020-04-30	North America	USA	California		North America	USA	California	genome	29798	Homo sapiens	?	?	?	?	CZB Cliahub Consortium,C.C.C.	https://www.ncbi.nlm.nih.gov/nuccore/MT533224	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1176/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-30
California/12/2020	ncov	?	MT460136	2020-04-30	North America	USA	California		North America	USA	California	genome	29872	Homo sapiens	?	?	?	?	CZB Cliahub Consortium,C.C.C.	https://www.ncbi.nlm.nih.gov/nuccore/MT460136	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1116/2020, complete genome	2020-04-30
California/13/2020	ncov	?	MT449660	2020-04-20	North America	USA	California		North America	USA	California	genome	29843	Homo sapiens	?	?	?	?	CZB Cliahub Consortium,C.C.C.	https://www.ncbi.nlm.nih.gov/nuccore/MT449660	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1069/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-20
Florida/2/2020	ncov	?	MT703962	2020-03-12	North America	USA	Florida		North America	USA	Florida	genome	29806	Homo sapiens	?	?	?	?	Schmedes,S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT703962	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL-BPHL-0144/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-03-12
Florida/3/2020	ncov	?	MT703984	2020-04-03	North America	USA	Florida		North America	USA	Florida	genome	29849	Homo sapiens	?	?	?	?	Schmedes,S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT703984	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL-BPHL-0166/2020, complete genome	2020-04-03
Florida/4/2020	ncov	?	MT704000	2020-04-05	North America	USA	Florida		North America	USA	Florida	genome	29828	Homo sapiens	?	?	?	?	Schmedes,S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT704000	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL-BPHL-0182/2020, complete genome	2020-04-05
Florida/5/2020	ncov	?	MT704038	2020-04-21	North America	USA	Florida		North America	USA	Florida	genome	29867	Homo sapiens	?	?	?	?	Schmedes,S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT704038	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL-BPHL-0220/2020, complete genome	2020-04-21
Florida/6/2020	ncov	?	MT704064	2020-05-02	North America	USA	Florida		North America	USA	Florida	genome	29806	Homo sapiens	?	?	?	?	Schmedes,S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT704064	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL-BPHL-0246/2020, complete genome	2020-05-02
Florida/7/2020	ncov	?	MT704118	2020-06-02	North America	USA	Florida		North America	USA	Florida	genome	29847	Homo sapiens	?	?	?	?	Schmedes,S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT704118	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL-BPHL-0300/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-02
Florida/8/2020	ncov	?	MT577620	2020-04-28	North America	USA	Florida		North America	USA	Florida	genome	29803	Homo sapiens	?	?	?	?	Schmedes,S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT577620	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL-BPHL-0094/2020 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF8 protein (ORF8) genes, partial cds; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds	2020-04-28
Florida/9/2020	ncov	?	MT577634	2020-04-29	North America	USA	Florida		North America	USA	Florida	genome	29833	Homo sapiens	?	?	?	?	Schmedes,S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT577634	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL-BPHL-0106/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-29
NewYork/3/2020	ncov	?	MT627435	2020-03-13	North America	USA	New York		North America	USA	New York	genome	29901	Homo sapiens	?	?	?	?	Rosenthal,S.H., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT627435	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-QDX-96/2020, complete genome	2020-03-13
NewYork/4/2020	ncov	?	MT434813	2020-03-02	North America	USA	New York		North America	USA	New York	genome	29882	Homo sapiens	?	?	?	?	Tao,Y., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT434813	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-CDC-SURV0144NYC/2020, complete genome	2020-03-02
NewYork/5/2020	ncov	?	MT370856	2020-03-18	North America	USA	New York		North America	USA	New York	genome	29724	Homo sapiens	?	?	?	?	Gonzalez-Reiche,A.S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370856	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08445/2020, complete genome	2020-03-18
NewYork/6/2020	ncov	?	MT370883	2020-03-18	North America	USA	New York		North America	USA	New York	genome	29716	Homo sapiens	?	?	?	?	Gonzalez-Reiche,A.S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370883	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08425/2020, complete genome	2020-03-18
NewYork/7/2020	ncov	?	MT370903	2020-03-17	North America	USA	New York		North America	USA	New York	genome	29756	Homo sapiens	?	?	?	?	Gonzalez-Reiche,A.S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370903	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08136/2020, complete genome	2020-03-17
NewYork/8/2020	ncov	?	MT370910	2020-03-13	North America	USA	New York		North America	USA	New York	genome	29717	Homo sapiens	?	?	?	?	Gonzalez-Reiche,A.S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370910	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08133/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-03-13
NewYork/9/2020	ncov	?	MT370938	2020-03-21	North America	USA	New York		North America	USA	New York	genome	29694	Homo sapiens	?	?	?	?	Gonzalez-Reiche,A.S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370938	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09301/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-03-21
NewYork/10/2020	ncov	?	MT370984	2020-03-21	North America	USA	New York		North America	USA	New York	genome	29715	Homo sapiens	?	?	?	?	Gonzalez-Reiche,A.S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370984	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09043/2020, complete genome	2020-03-21
NewYork/11/2020	ncov	?	MT370995	2020-03-20	North America	USA	New York		North America	USA	New York	genome	29694	Homo sapiens	?	?	?	?	Gonzalez-Reiche,A.S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT370995	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09135/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-03-20
NewYork/12/2020	ncov	?	MT371005	2020-03-19	North America	USA	New York		North America	USA	New York	genome	29694	Homo sapiens	?	?	?	?	Gonzalez-Reiche,A.S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT371005	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09172/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-03-19
NewYork/13/2020	ncov	?	MT371017	2020-03-22	North America	USA	New York		North America	USA	New York	genome	29722	Homo sapiens	?	?	?	?	Gonzalez-Reiche,A.S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT371017	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09309/2020, complete genome	2020-03-22
NewYork/14/2020	ncov	?	MT371024	2020-03-21	North America	USA	New York		North America	USA	New York	genome	29686	Homo sapiens	?	?	?	?	Gonzalez-Reiche,A.S., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT371024	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09047/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-03-21
Washington/3/2020	ncov	?	MT252702	2020-03-13	North America	USA	Washington		North America	USA	Washington	genome	29911	Homo sapiens	?	?	?	?	Roychoudhury,P., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT252702	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW188/2020, complete genome	2020-03-13
Washington/4/2020	ncov	?	MT252723	2020-03-13	North America	USA	Washington		North America	USA	Washington	genome	29817	Homo sapiens	?	?	?	?	Roychoudhury,P., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT252723	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW162/2020, complete genome	2020-03-13
Washington/5/2020	ncov	?	MT252773	2020-03-11	North America	USA	Washington		North America	USA	Washington	genome	29679	Homo sapiens	?	?	?	?	Roychoudhury,P., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT252773	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW109/2020, complete genome	2020-03-11
Washington/6/2020	ncov	?	MT358668	2020-03-31	North America	USA	Washington		North America	USA	Washington	genome	29865	Homo sapiens	?	?	?	?	Roychoudhury,P., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT358668	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4326/2020, complete genome	2020-03-31
Washington/7/2020	ncov	?	MT345811	2020-03-24	North America	USA	Washington		North America	USA	Washington	genome	29850	Homo sapiens	?	?	?	?	Roychoudhury,P., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT345811	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2108/2020, complete genome	2020-03-24
Washington/8/2020	ncov	?	MT345851	2020-03-25	North America	USA	Washington		North America	USA	Washington	genome	29637	Homo sapiens	?	?	?	?	Roychoudhury,P., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT345851	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-2232/2020, complete genome	2020-03-25
Washington/9/2020	ncov	?	MT293205	2020-03-19	North America	USA	Washington		North America	USA	Washington	genome	29833	Homo sapiens	?	?	?	?	Roychoudhury,P., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT293205	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1561/2020, complete genome	2020-03-19
Washington/10/2020	ncov	?	MT262911	2020-03-13	North America	USA	Washington		North America	USA	Washington	genome	29882	Homo sapiens	?	?	?	?	Tao,Y., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT262911	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH20/2020, complete genome	2020-03-13
Washington/11/2020	ncov	?	MT263450	2020-03-24	North America	USA	Washington		North America	USA	Washington	genome	29841	Homo sapiens	?	?	?	?	Roychoudhury,P., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT263450	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW370/2020, complete genome	2020-03-24
Washington/12/2020	ncov	?	MT259253	2020-03-16	North America	USA	Washington		North America	USA	Washington	genome	29813	Homo sapiens	?	?	?	?	Roychoudhury,P., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT259253	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW261/2020, complete genome	2020-03-16
Washington/13/2020	ncov	?	MT246466	2020-03-13	North America	USA	Washington		North America	USA	Washington	genome	29897	Homo sapiens	?	?	?	?	Roychoudhury,P., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT246466	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW209/2020, complete genome	2020-03-13
Washington/14/2020	ncov	?	MT642406	2020-05-04	North America	USA	Washington	Pierce County	North America	USA	Washington	genome	29862	Homo sapiens	?	?	?	?	Nickerson,D.A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT642406	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S1112/2020, complete genome	2020-05-04
Washington/15/2020	ncov	?	MT642208	2020-04-27	North America	USA	Washington	Snohomish County	North America	USA	Washington	genome	29617	Homo sapiens	?	?	?	?	Nickerson,D.A., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT642208	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-S915/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), and nucleocapsid phosphoprotein (N) genes, complete cds; and ORF10 protein (ORF10) gene, partial cds	2020-04-27
Australia/1/2020	ncov	?	MT612318	2020-05-22	Oceania	Australia		Victoria	Oceania	Australia	Australia	genome	29782	Homo sapiens	?	?	?	?	Caly,L., et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612318	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC1744/2020 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-22
Australia/2/2020	ncov	?	MT451588	2020-04-04	Oceania	Australia		Victoria	Oceania	Australia	Australia	genome	29782	Homo sapiens	?	?	?	?	Seemann,T., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT451588	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC844/2020 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-04
Australia/3/2020	ncov	?	MT451298	2020-03-25	Oceania	Australia		Victoria	Oceania	Australia	Australia	genome	29785	Homo sapiens	?	?	?	?	Seemann,T., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT451298	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC424/2020 ORF1ab polyprotein (ORF1ab) gene, complete cds; ORF1a polyprotein (ORF1ab) gene, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-03-25
Australia/4/2020	ncov	?	MT451834	2020-04-11	Oceania	Australia		Victoria	Oceania	Australia	Australia	genome	29786	Homo sapiens	?	?	?	?	Seemann,T., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT451834	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC1260/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-11
Australia/5/2020	ncov	?	MT451343	2020-03-29	Oceania	Australia		Victoria	Oceania	Australia	Australia	genome	29787	Homo sapiens	?	?	?	?	Seemann,T., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT451343	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC485/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-03-29
Australia/6/2020	ncov	?	MT451811	2020-04-01	Oceania	Australia		Victoria	Oceania	Australia	Australia	genome	29787	Homo sapiens	?	?	?	?	Seemann,T., et al	https://www.ncbi.nlm.nih.gov/nuccore/MT451811	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/VIC1221/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-01
